,Niche Name,Niche City,Maps_ID,Maps_Name,Maps Address,Maps_Rating,Name,Link,Graduation Rate,Reading Proficiency,Math Proficiency,AP Pass Rate,AP Enrollment Rate,APs Offered,SAT,SAT Math,SAT English,ACT,ACT Math,ACT Reading,ACT English,ACT Science,Rank,District,City,Rating,ID,County,Type,Sector,Charter,Status,Street Address,Match Score,Matched Name,Matched City
1421,North Valley High School,Anderson,ChIJEzWVjObD0lQRztLzpI1-1yc,North Valley High School,"20083 Olinda Rd, Anderson, CA 96007, USA",3.8,North Valley High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=45698564530762,0.57,0.1,0.1,,,,,,,,,,,,1781,Anderson Union High,Anderson,2.33,45698564530762,Shasta,Continuation High Schools,Public,No,Active,20083 Olinda Rd.,82.92682926829268,North Valley High,Anderson
1422,Williams Junior Senior High School,Williams,ChIJX3jOn8Bkg4ARRX4ECHzS7YI,Williams Junior/Senior High School,"260 11th St, Williams, CA 95987, USA",3.5,Williams Junior/Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=06616220637504,0.87,0.21,0.07,0.43,0.21,6.0,1100.0,550.0,550.0,24.0,24.0,24.0,24.0,24.0,1782,Williams Unified,Williams,3.43,6616220637504,Colusa,High Schools (Public),Public,No,Active,260 11th St.,85.24590163934427,Williams Junior/Senior High,Williams
1423,New Vision High School,Stockton,ChIJ-5q0oaATkIARu4FB-VDTYzQ,New Vision High School,"4726 McCuen Ave, Stockton, CA 95206, USA",4.6,New Vision High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39685930112565,0.57,0.15,0.1,,,,,,,,,,,,1783,Manteca Unified,Stockton,5.0,39685930112565,San Joaquin,Continuation High Schools,Public,No,Active,4726 McCuen Ave.,81.08108108108108,New Vision High,Stockton
1424,Yosemite High School,Merced,ChIJs1SPZwRDkYAR_quRZMuz6kg,Yosemite-Independence High School,"1900 G St, Merced, CA 95340, USA",4.3,Yosemite High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=24657892439602,0.72,0.12,0.05,,,,,,,,,,,,1784,Merced Union High,Merced,5.0,24657892439602,Merced,Continuation High Schools,Public,No,Active,1900 G St.,66.66666666666667,Yosemite High (Continuation),Merced
1425,Avenal High School,Avenal,ChIJrcQPLkeqlIARcw7nSP0GGMM,Avenal High School,"601 E Mariposa St, Avenal, CA 93204, USA",3.0,Avenal High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=16739321630953,0.87,0.42,0.08,0.49,0.14,6.0,970.0,470.0,500.0,19.0,18.0,20.0,18.0,19.0,1785,Reef-Sunset Unified,Avenal,3.65,16739321630953,Kings,High Schools (Public),Public,No,Active,601 Mariposa St.,75.86206896551724,Avenal High,Avenal
1426,March Mountain High School,Moreno valley,ChIJTTtC3Dmm3IARJAwmAJtP4y8,March Mountain High School,"24551 Dracaea Ave, Moreno Valley, CA 92553, USA",4.1,March Mountain High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33671243333762,0.82,0.08,0.05,,,,,,,,,,,,1786,Moreno Valley Unified,Moreno Valley,5.0,33671243333762,Riverside,Continuation High Schools,Public,No,Active,24551 Dracaea Ave.,84.44444444444444,March Mountain High,Moreno Valley
1427,Oakview High (Alternative),Anderson,ChIJ94sXlObD0lQRRZZ9We6i6No,Oakview High School,"20111 Olinda Rd, Anderson, CA 96007, USA",5.0,Oakview High (Alternative),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=45698564530051,0.92,0.45,0.1,,,,,,,,,,,,1788,Anderson Union High,Anderson,3.0,45698564530051,Shasta,Alternative Schools of Choice,Public,No,Active,20111 Olinda Rd.,100.0,Oakview High (Alternative),Anderson
1428,Castlemont High School,Oakland,ChIJBxJiUUOPj4ARHTZeX0U1Fr8,Castlemont High School,"8601 MacArthur Blvd Bldg. 300, Oakland, CA 94605, USA",4.1,Castlemont High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590125161,0.45,0.12,0.05,0.45,0.02,1.0,980.0,490.0,490.0,19.0,20.0,18.0,18.0,21.0,1789,Oakland Unified,Oakland,3.69,1612590125161,Alameda,High Schools (Public),Public,No,Active,8601 MacArthur Blvd.,81.08108108108108,Castlemont High,Oakland
1429,Perris High School,Perris,ChIJNzqHU8qh3IARWIv8KWXVUk4,Perris High School,"175 E Nuevo Rd, Perris, CA 92571, USA",3.6,Perris High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33672073335973,0.86,0.24,0.06,0.28,0.23,15.0,1030.0,510.0,530.0,20.0,20.0,20.0,20.0,20.0,1790,Perris Union High,Perris,3.45,33672073335973,Riverside,High Schools (Public),Public,No,Active,175 E. Nuevo Rd.,75.86206896551724,Perris High,Perris
1430,Gateway High School,Clovis,ChIJt6VK02VblIAR_9m-Gd57QyY,Gateway High School,"1550 Herndon Ave, Clovis, CA 93611, USA",4.0,Gateway High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10621171031004,0.62,0.37,0.05,,,,,,,,,,,,1792,Clovis Unified,Clovis,4.0,10621171031004,Fresno,Continuation High Schools,Public,No,Active,1550 Herndon Ave.,65.21739130434783,Gateway High (Continuation),Clovis
1431,Sava - Sacramento Academic & Vocational Academy - Egusd,Elk grove,ChIJEdqlTbzImoARFbjmarZxrVk,Sacramento Academic and Vocational Academy,"3141 Dwight Rd, Elk Grove, CA 95758, USA",4.7,SAVA - Sacramento Academic and Vocational Academy - EGUSD,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34673140137281,0.42,0.32,0.05,,,,,,,,,,,,1793,Elk Grove Unified,Elk Grove,4.5,34673140137281,Sacramento,High Schools (Public),Public,Yes,Active,"3141 Dwight Rd., Ste. 400",83.92857142857143,SAVA - Sacramento Academic and Vocational Academy - EGUSD,Elk Grove
1432,Royal Sunset (Continuation),Hayward,ChIJpYMnLQmRj4ARwnR6urLagtI,Royal Sunset High School,"20450 Royal Ave, Hayward, CA 94541, USA",3.9,Royal Sunset (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01613090137745,0.72,0.15,0.1,,,,,,,,,,,,1794,San Lorenzo Unified,Hayward,3.88,1613090137745,Alameda,Continuation High Schools,Public,No,Active,20450 Royal Ave.,100.0,Royal Sunset (Continuation),Hayward
1433,Greenwood Academy,Richmond,ChIJaQQjAaaChYAR2OndgQtFMq4,Sylvester Greenwood Academy,"831 Chanslor Ave, Richmond, CA 94801, USA",3.1,Greenwood Academy,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=07617960733253,0.52,0.12,0.05,,,,,,,,,,,,1795,West Contra Costa Unified,Richmond,5.0,7617960733253,Contra Costa,Continuation High Schools,Public,No,Active,831 Chanslor Ave.,100.0,Greenwood Academy,Richmond
1434,Redwood High School,Redwood city,ChIJg5VS1jiij4AR1IIHElRJgCw,Redwood High School,"1968 Old County Rd, Redwood City, CA 94063, USA",4.0,Redwood High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=41690624135687,0.47,0.12,0.05,,,,,,,,,,,,1796,Sequoia Union High,Redwood City,2.86,41690624135687,San Mateo,Continuation High Schools,Public,No,Active,1968 Old County Rd.,77.41935483870968,Redwood High,Redwood City
1435,Crescent View West Charter School,Fresno,ChIJRchHAmJnlIARzai3uMKM1cw,Learn4Life Fresno Manchester Center - Crescent View West,"1901 E Shields Ave #105, Fresno, CA 93726, USA",4.3,Crescent View West Public Charter,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10101080109991,0.15,0.39,0.03,,,,890.0,450.0,440.0,,,,,,1797,Fresno County Office of Education,Fresno,4.82,10101080109991,Fresno,K-12 Schools (Public),Public,Yes,Active,"1901 East Shields Ave., Ste. 105",78.78787878787878,Crescent View West Public Charter,Fresno
1436,Mesquite Continuation High School,Ridgecrest,ChIJzyqZ8DQTwYAR7KcAuGoo7bM,Mesquite High School,"140 Drummond Ave, Ridgecrest, CA 93555, USA",5.0,Mesquite Continuation High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=15737421530054,0.37,0.15,0.1,,,,,,,,,,,,1798,Sierra Sands Unified,Ridgecrest,4.0,15737421530054,Kern,Continuation High Schools,Public,No,Active,140 West Drummond,88.13559322033898,Mesquite Continuation High,Ridgecrest
1437,Angel's Gate Continuation High School,San pedro,ChIJxRjlIdY33YARp8tpb7icSlw,Angels Gate High School,"3607 S Gaffey St, San Pedro, CA 90731, USA",5.0,Angel's Gate (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331930734,0.27,0.15,0.1,,,,,,,,,,,,1799,Los Angeles Unified,San Pedro,4.0,19647331930734,Los Angeles,Continuation High Schools,Public,No,Active,3607 South Gaffey St.,78.125,Angel's Gate (Continuation),San Pedro
1438,Heartland High School,Selma,ChIJyZ1PahzwlIARJ-f9W_HwEvw,Heartland Alternative School,"2269 Sylvia St, Selma, CA 93662, USA",3.7,Heartland High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10624301036607,0.65,0.15,0.1,,,,,,,,,,,,1800,Selma Unified,Selma,5.0,10624301036607,Fresno,Continuation High Schools,Public,No,Active,2269 Sylvia St.,68.0,Heartland High (Continuation),Selma
1439,Stagg Senior High School,Stockton,ChIJCfVunhANkIARK1gz88Erp2s,Stagg High School,"1621 Brookside Rd, Stockton, CA 95207, USA",3.8,Stagg Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=39686763937406,0.72,0.38,0.06,0.1,0.08,8.0,1010.0,500.0,500.0,22.0,22.0,23.0,22.0,21.0,1803,Stockton Unified,Stockton,3.41,39686763937406,San Joaquin,High Schools (Public),Public,No,Active,1621 Brookside Rd.,82.92682926829268,Stagg Senior High,Stockton
1440,Sava - Sacramento Academic & Vocational Academy - Scusd,Sacramento,ChIJ-0CHrS_FmoARpf8tqSlzLL0,Sacramento Academic and Vocational Academy,"5330 Power Inn Rd, Sacramento, CA 95820, USA",4.6,SAVA - Sacramento Academic and Vocational Academy - SCUSD,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=34674390137406,0.32,0.16,0.02,,,,,,,,,,,,1805,Sacramento City Unified,Sacramento,5.0,34674390137406,Sacramento,High Schools (Public),Public,Yes,Active,"5330 Power Inn Rd., Ste. A",83.92857142857143,SAVA - Sacramento Academic and Vocational Academy - SCUSD,Sacramento
1441,Frontier High School,Whittier,ChIJMTNSjQrTwoAR59_i5euJvSQ,Frontier High School,"9401 Painter Ave, Whittier, CA 90605, USA",3.3,Frontier High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19651281930338,0.51,0.17,0.05,,,,,,,,,,,,1807,Whittier Union High,Whittier,3.73,19651281930338,Los Angeles,Continuation High Schools,Public,No,Active,9401 South Painter Ave.,66.66666666666667,Frontier High (Continuation),Whittier
1442,Kings River High School,Sanger,ChIJ8_ANuFb4lIARc9TPCS5lRqo,Kings River High School,"1801 7th St, Sanger, CA 93657, USA",4.0,Kings River High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10624141036086,0.92,0.1,0.1,,,,,,,,,,,,1808,Sanger Unified,Sanger,3.5,10624141036086,Fresno,Continuation High Schools,Public,No,Active,1801 Seventh St.,70.37037037037037,Kings River High (Continuation),Sanger
1443,Educational Partnership High School,Long beach,ChIJ6QVaFuYz3YAR9YTZU4e0e28,Educational Partnership High School,"1794 Cedar Ave, Long Beach, CA 90813, USA",4.1,Educational Partnership High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647251995570,0.48,0.24,0.03,,,,,,,,,,,,1810,Long Beach Unified,Long Beach,3.82,19647251995570,Los Angeles,Alternative Schools of Choice,Public,No,Active,1794 Cedar Ave.,88.88888888888889,Educational Partnership High,Long Beach
1444,Buena Vista Continuation High School,Chino,ChIJQ0p3DeAyw4ARYJMfmY7vR-M,Buena Vista Continuation High School,"13509 Ramona Ave, Chino, CA 91710, USA",4.2,Buena Vista Continuation High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36676783631769,0.92,0.17,0.05,,,,,,,,,,,,1811,Chino Valley Unified,Chino,5.0,36676783631769,San Bernardino,Continuation High Schools,Public,No,Active,13509 Ramona Ave.,89.23076923076923,Buena Vista Continuation High,Chino
1445,Alta Vista High School,Mountain view,ChIJKcR79b62j4ARdQaNlljQElQ,Alta Vista High School,"1325 Bryant Ave, Mountain View, CA 94040, USA",3.3,Alta Vista High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43696094334736,0.35,0.45,0.1,,,,,,,,,,,,1812,Mountain View-Los Altos Union High,Mountain View,3.0,43696094334736,Santa Clara,Continuation High Schools,Public,No,Active,1325 Bryant Ave.,81.08108108108108,Alta Vista High,Mountain View
1446,Silver Springs High School,Grass valley,ChIJtxxqwzBwm4ARecNEPl92tJg,Silver Springs High School,"140 Park Ave, Grass Valley, CA 95945, USA",3.5,Silver Springs High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=29663572930071,0.67,0.08,0.05,,,,,,,,,,,,1816,Nevada Joint Union High,Grass Valley,4.13,29663572930071,Nevada,Continuation High Schools,Public,No,Active,130 Park Ave.,73.33333333333334,Silver Springs High (Continuation),Grass Valley
1447,Gonzales High School,Gonzales,ChIJo6JAw1ltkoARP_X3nGbWZpY,Gonzales High School,"501 5th St, Gonzales, CA 93926, USA",1.8,Gonzales High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=27754732730885,0.91,0.3,0.12,0.43,0.12,5.0,1000.0,490.0,510.0,21.0,19.0,21.0,21.0,20.0,1817,Gonzales Unified,Gonzales,3.21,27754732730885,Monterey,High Schools (Public),Public,No,Active,501 Fifth St.,78.78787878787878,Gonzales High,Gonzales
1448,Richmond High School,Richmond,ChIJdR2HOvp3hYARbP8i_oJsEM4,Richmond High School,"1250 23rd St, Richmond, CA 94804, USA",3.7,Richmond High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=07617960735902,0.84,0.33,0.05,0.21,0.18,12.0,980.0,490.0,490.0,20.0,20.0,21.0,20.0,19.0,1819,West Contra Costa Unified,Richmond,3.58,7617960735902,Contra Costa,High Schools (Public),Public,No,Active,1250 23rd St.,78.78787878787878,Richmond High,Richmond
1449,Raincross High School,Riverside,ChIJD1IDrDCw3IARgcN2YEh-hKA,Raincross High School,"6401 Lincoln Ave, Riverside, CA 92506, USA",2.0,Raincross High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33672153330677,0.83,0.08,0.05,,,,,,,,,,,,1820,Riverside Unified,Riverside,3.0,33672153330677,Riverside,Continuation High Schools,Public,No,Active,6401 Lincoln Ave.,68.0,Raincross High (Continuation),Riverside
1450,Orange County Workforce Innovation High School,Anaheim,ChIJK5mfakfW3IARr8TNGwQU2z0,Learn4Life Anaheim - Innovation High School,"505 N Euclid St, Anaheim, CA 92801, USA",4.8,Orange County Workforce Innovation High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30103060134841,0.08,0.47,0.05,,,,,,,,,,,,1821,Orange County Department of Education,Anaheim,5.0,30103060134841,Orange,High Schools (Public),Public,Yes,Active,505 North Euclid St.,91.76470588235294,Orange County Workforce Innovation High,Anaheim
1451,Aspire Lionel Wilson College Preparatory Academy,Oakland,ChIJH8s3yniFj4ARba6TgLNNFIA,Aspire Lionel Wilson College Preparatory Academy,"400 105th Ave, Oakland, CA 94603, USA",3.7,Aspire Lionel Wilson College Preparatory Academy,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=01612590130666,0.87,0.31,0.09,,,,970.0,490.0,480.0,19.0,19.0,19.0,18.0,19.0,1823,Oakland Unified,Oakland,3.24,1612590130666,Alameda,K-12 Schools (Public),Public,Yes,Active,400 105th Ave.,100.0,Aspire Lionel Wilson College Preparatory Academy,Oakland
1452,Monarch School,San diego,ChIJlerRna1U2YARyCEvprbXzxY,Monarch School,"1625 Newton Ave, San Diego, CA 92113, USA",4.4,Monarch,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37103710120493,0.45,0.08,0.05,,,,1000.0,410.0,600.0,,,,,,1824,San Diego County Office of Education,San Diego,4.67,37103710120493,San Diego,County Community,Public,No,Active,1625 Newton Ave.,66.66666666666667,Monarch,San Diego
1453,Olympic Continuation High School,Concord,ChIJX1vA1yRnhYARVQC8mSio7X8,Olympic High School,"2730 Salvio St, Concord, CA 94519, USA",3.0,Olympic High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=07617540734764,0.5,0.05,0.05,,,,,,,,,,,,1826,Mt. Diablo Unified,Concord,4.26,7617540734764,Contra Costa,Continuation High Schools,Public,No,Active,2730 Salvio St.,54.54545454545454,Olympic High,Concord
1454,Mission View Public,Santa clarita,ChIJ1yC3RxSHwoARFUZ3q-lLa7A,Learn4Life Valencia - Mission View Public Charter,"26334 Citrus St, Valencia, CA 91355, USA",3.7,Mission View Public,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19651360114439,0.22,0.42,0.08,0.0,0.19,,,,,,,,,,1828,William S. Hart Union High,Santa Clarita,4.5,19651360114439,Los Angeles,High Schools (Public),Public,Yes,Active,26334 Citrus St.,100.0,Mission View Public,Santa Clarita
1455,Carter G. Woodson Public Charter School,Fresno,ChIJgckI1epdlIARaV2iCLjRn14,Carter G. Woodson Public Charter School,"3333 N Bond St, Fresno, CA 93726, USA",4.7,Carter G. Woodson Public Charter,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10621661030840,0.57,0.17,0.05,,,,,,,,,,,,1829,Fresno Unified,Fresno,2.5,10621661030840,Fresno,High Schools (Public),Public,Yes,Active,3333 North Bond Ave.,90.14084507042254,Carter G. Woodson Public Charter,Fresno
1456,Salisbury High School,Red bluff,ChIJSzB7L42DgoARtByuGY8kHiQ,Salisbury High School,"1050 Kimball Rd, Red Bluff, CA 96080, USA",4.4,Salisbury High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=52716395237151,0.67,0.27,0.05,,,,,,,,,,,,1830,Red Bluff Joint Union High,Red Bluff,3.9,52716395237151,Tehama,Continuation High Schools,Public,No,Active,1050 Kimball Rd.,68.0,Salisbury High (Continuation),Red Bluff
1457,Opportunities for Learning - Duarte,Duarte,ChIJVRtEZg7ZwoARnPlNIMKr-4Q,Opportunities for Learning,"1202 E Huntington Dr, Duarte, CA 91010, USA",5.0,Opportunities for Learning - Duarte,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19644690128736,0.17,0.45,0.1,,,,,,,,,,,,1831,Duarte Unified,Duarte,3.5,19644690128736,Los Angeles,K-12 Schools (Public),Public,Yes,Active,1202-1204 Huntington Dr.,100.0,Opportunities for Learning - Duarte,Duarte
1458,South Lindhurst Continuation High School,Olivehurst,ChIJqdREjApOm4ARoCh2-TH6ufE,South Lindhurst Continuation High School,"4446 Olive Dr, Olivehurst, CA 95961, USA",4.3,South Lindhurst Continuation High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=58727365830096,0.62,0.22,0.05,,,,,,,,,,,,1832,Marysville Joint Unified,Olivehurst,4.71,58727365830096,Yuba,Continuation High Schools,Public,No,Active,4446 Olive Dr.,90.41095890410959,South Lindhurst Continuation High,Olivehurst
1459,Castle Rock,Crescent city,ChIJTzKG54Zm0FQRCV2YFzH-EeE,Castle Rock National Wildlife Refuge,"Humboldt Bay National Wildlife Refuge 1020 Ranch Rd Loleta, Crescent City, CA 95551, USA",4.9,Castle Rock,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=08100820830059,0.75,0.27,0.08,,,,,,,,,,,,1833,Del Norte County Office of Education,Crescent City,2.71,8100820830059,Del Norte,K-12 Schools (Public),Public,Yes,Active,1260 Glenn St.,100.0,Castle Rock,Crescent City
1460,Farmersville High School,Farmersville,ChIJI67Ve7oxlYARN1g6lbzKaZ8,Farmersville High School,"631 E Walnut St, Farmersville, CA 93223, USA",3.7,Farmersville High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=54753255430210,0.95,0.42,0.05,0.29,0.15,6.0,970.0,480.0,500.0,19.0,18.0,19.0,18.0,18.0,1834,Farmersville Unified,Farmersville,3.68,54753255430210,Tulare,High Schools (Public),Public,No,Active,631 East Walnut Ave.,82.92682926829268,Farmersville High,Farmersville
1461,Alain LeRoy Locke College Preparatory Academy,Los angeles,ChIJZ1EkmibKwoARml9pLUfiAD0,Alain LeRoy Locke College Preparatory Academy,"325 E 111th St, Los Angeles, CA 90061, USA",3.9,Alain Leroy Locke College Preparatory Academy,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330118588,0.54,0.29,0.05,,,,960.0,480.0,490.0,16.0,16.0,16.0,15.0,17.0,1835,Los Angeles Unified,Los Angeles,3.72,19647330118588,Los Angeles,High Schools (Public),Public,Yes,Active,325 East 111th St.,97.77777777777777,Alain Leroy Locke College Preparatory Academy,Los Angeles
1462,Susan Miller Dorsey Senior High School,Los angeles,ChIJ58sQFbW5woARytkh9V11adw,Susan Miller Dorsey Senior High School,"3537 Farmdale Ave, Los Angeles, CA 90016, USA",3.8,Susan Miller Dorsey Senior High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647331932383,0.72,0.22,0.05,0.15,0.21,11.0,980.0,470.0,510.0,22.0,21.0,22.0,22.0,21.0,1836,Los Angeles Unified,Los Angeles,3.38,19647331932383,Los Angeles,High Schools (Public),Public,No,Active,3537 Farmdale Ave.,89.85507246376811,Susan Miller Dorsey Senior High,Los Angeles
1463,Shasta County Independent Study,Redding,ChIJl7lCJ-WN0lQRN2JzWl4ZG94,Shasta County Independent Study,"3711 Oasis Rd, Redding, CA 96003, USA",4.2,Shasta County Independent Study,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=45104540132647,0.55,0.45,0.1,,,,,,,,,,,,1837,Shasta County Office of Education,Redding,,45104540132647,Shasta,High Schools (Public),Public,No,Active,3711 Oasis Rd.,100.0,Shasta County Independent Study,Redding
1464,Fairvalley High School,Covina,ChIJ-YKUJWUow4ARW9WTVJvoTQg,Fairvalley High School,"758 W Grondahl St, Covina, CA 91722, USA",3.7,Fairvalley High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19644361931617,0.77,0.1,0.1,,,,,,,,,,,,1839,Covina-Valley Unified,Covina,2.25,19644361931617,Los Angeles,Continuation High Schools,Public,No,Active,758 West Grondahl St.,69.23076923076923,Fairvalley High (Continuation),Covina
1465,John F. Kennedy High School,Richmond,ChIJH80GW0N4hYARIvHCvI9bBhI,John F. Kennedy High School,"4300 Cutting Blvd, Richmond, CA 94804, USA",3.8,John F. Kennedy High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=07617960733659,0.77,0.17,0.05,0.08,0.24,9.0,1010.0,490.0,520.0,20.0,20.0,20.0,20.0,20.0,1840,West Contra Costa Unified,Richmond,3.21,7617960733659,Contra Costa,High Schools (Public),Public,No,Active,4300 Cutting Blvd.,85.1063829787234,John F. Kennedy High,Richmond
1466,Abraxas Continuation High School,Poway,ChIJx1e5mw7624AR6eOZXAO8rac,Abraxas High School,"12450 Glen Oak Rd, Poway, CA 92064, USA",4.0,Abraxas Continuation High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37682963735842,0.12,0.22,0.05,,,,,,,,,,,,1841,Poway Unified,Poway,4.5,37682963735842,San Diego,Continuation High Schools,Public,No,Active,12450 Glenoak Rd.,87.71929824561404,Abraxas Continuation High,Poway
1467,Mojave High School,Hesperia,ChIJP3irixJnw4ARP7sauoKRFjQ,Mojave High School,"16633 Lemon St, Hesperia, CA 92345, USA",3.5,Mojave High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750443630472,0.74,0.08,0.05,,,,,,,,,,,,1842,Hesperia Unified,Hesperia,4.0,36750443630472,San Bernardino,Continuation High Schools,Public,No,Active,16633 Lemon St.,75.86206896551724,Mojave High,Hesperia
1468,Orange Grove High School,Corona,ChIJXxxhtmvI3IARaxjKMc1FHnM,Orange Grove High School,"300 S Buena Vista Ave, Corona, CA 92882, USA",4.8,Orange Grove High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33670330110106,0.77,0.05,0.05,,,,,,,,,,,,1843,Corona-Norco Unified,Corona,3.67,33670330110106,Riverside,Continuation High Schools,Public,No,Active,300 Buena Vista Ave.,82.92682926829268,Orange Grove High,Corona
1469,Val Verde High School,Perris,ChIJceuAGkCh3IARwaAA3-m5lJM,Val Verde High School,"972 Morgan St, Perris, CA 92571, USA",5.0,Val Verde High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=33752423330560,0.69,0.05,0.05,,,,,,,,,,,,1844,Val Verde Unified,Perris,4.5,33752423330560,Riverside,Continuation High Schools,Public,No,Active,972 West Morgan St.,80.0,Val Verde High,Perris
1470,Broadway High School,San jose,ChIJE6bpDuozjoARcQGGmEzM4k0,Broadway High School,"4825 Speak Ln, San Jose, CA 95118, USA",5.0,Broadway High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=43696664332110,0.57,0.05,0.05,,,,,,,,,,,,1845,San Jose Unified,San Jose,5.0,43696664332110,Santa Clara,Continuation High Schools,Public,No,Active,4825 Speak Ln.,78.78787878787878,Broadway High,San Jose
1471,School of Unlimited Learning,Fresno,ChIJrRFq9qZglIAR_omRVg8DkAA,Fresno EOC School of Unlimited Learning (SOUL),"2336 Calaveras St, Fresno, CA 93721, USA",4.6,School of Unlimited Learning,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=10621661030642,0.45,0.15,0.1,,,,,,,,,,,,1846,Fresno Unified,Fresno,5.0,10621661030642,Fresno,High Schools (Public),Public,Yes,Active,2336 Calaveras St.,100.0,School of Unlimited Learning,Fresno
1472,Siatech,Oceanside,ChIJURvj6D9x3IAR1dzZkJW4naI,SIATech North County Independent Study High School in Oceanside,"4095 Oceanside Blvd Suite G, Oceanside, CA 92056, USA",5.0,SIATech,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=37684520106120,0.11,0.27,0.05,,,,,,,,,,,,1848,Vista Unified,Oceanside,3.85,37684520106120,San Diego,High Schools (Public),Public,Yes,Active,"2611 Temple Heights Dr., Ste. A",57.14285714285714,SIATech,Oceanside
1473,Cesar E. Chavez High School,Santa ana,ChIJS0Jo-i_Z3IARbwGVHmeA_nY,Cesar E. Chavez High School,"2128 Cypress Ave, Santa Ana, CA 92707, USA",5.0,Cesar E. Chavez High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=30666703030475,0.6,0.08,0.05,,,,,,,,,,,,1850,Santa Ana Unified,Santa Ana,4.18,30666703030475,Orange,Continuation High Schools,Public,No,Active,2128 South Cypress,85.1063829787234,Cesar E. Chavez High,Santa Ana
1474,Peninsula High School,Burlingame,ChIJ3R7zdlx3j4ARLGkslBmkKZ0,Peninsula High School,"860 Hinckley Rd, Burlingame, CA 94010, USA",4.8,Peninsula High (Continuation),https://www.cde.ca.gov/SchoolDirectory/details?cdscode=41690470135814,0.67,0.15,0.1,,,,,,,,,,,,1852,San Mateo Union High,Burlingame,5.0,41690470135814,San Mateo,Continuation High Schools,Public,No,Active,860 Hinckley Rd.,68.0,Peninsula High (Continuation),Burlingame
1475,Littlerock High School,Littlerock,ChIJGRXxBdL_woARyZXm3OVTGCg,Littlerock High School,"10833 E Avenue R, Littlerock, CA 93543, USA",3.9,Littlerock High,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19642461995406,0.76,0.22,0.04,0.21,0.25,12.0,1030.0,500.0,530.0,21.0,19.0,22.0,21.0,21.0,1853,Antelope Valley Union High,Littlerock,3.43,19642461995406,Los Angeles,High Schools (Public),Public,No,Active,10833 East Avenue R,81.08108108108108,Littlerock High,Littlerock
